tconst	startYear	primaryTitle	averageRating	numVotes
tt1065073	2014	Boyhood	7.9	375889
tt1650062	2011	Super 8	7.0	374605
tt1320253	2010	The Expendables	6.4	373810
tt0389860	2006	Click	6.4	372962
tt1179933	2016	10 Cloverfield Lane	7.2	372894
tt2140479	2016	The Accountant	7.3	371696
tt0433035	2011	Real Steel	7.1	371388
tt0117500	1996	The Rock	7.4	370952
tt0100802	1990	Total Recall	7.5	370270
tt0064116	1968	Once Upon a Time in the West	8.5	370049
tt6857112	2019	Us	6.8	369684
tt0212338	2000	Meet the Parents	7.0	369087
tt1104001	2010	Tron: Legacy	6.8	368418
tt0368891	2004	National Treasure	6.9	368075
tt2788710	2014	The Interview	6.5	368071
tt1403865	2010	True Grit	7.6	367980
tt1790809	2017	Pirates of the Caribbean: Dead Men Tell No Tales	6.5	367904
tt0822854	2007	Shooter	7.1	367776
tt0125439	1999	Notting Hill	7.2	367290
tt0071315	1974	Chinatown	8.1	366387
tt0910936	2008	Pineapple Express	6.9	366291
tt1231583	2010	Due Date	6.5	365830
tt0887883	2008	Burn After Reading	7.0	365458
tt3731562	2017	Kong: Skull Island	6.7	364347
tt0110148	1994	Interview with the Vampire	7.5	364189
tt0120601	1999	Being John Malkovich	7.7	362954
tt0167190	2004	Hellboy	6.9	362232
tt4881806	2018	Jurassic World: Fallen Kingdom	6.1	362064
tt0213149	2001	Pearl Harbor	6.3	362061
tt7653254	2019	Marriage Story	7.9	361762
tt0053125	1959	North by Northwest	8.3	361590
tt0112471	1995	Before Sunrise	8.1	361045
tt5311514	2016	Your Name.	8.4	360912
tt0884328	2007	The Mist	7.1	360016
tt0209163	2001	The Mummy Returns	6.4	358664
tt0462538	2007	The Simpsons Movie	7.3	358083
tt0359950	2013	The Secret Life of Walter Mitty	7.3	357408
tt0116367	1996	From Dusk Till Dawn	7.2	357249
tt0414387	2005	Pride & Prejudice	7.8	356658
tt1193138	2009	Up in the Air	7.4	355896
tt0238380	2002	Equilibrium	7.3	355856
tt1707386	2012	Les Misérables	7.5	355478
tt7888964	2021	Nobody	7.4	354954
tt1591095	2010	Insidious	6.8	354480
tt0105323	1992	Scent of a Woman	8.0	353241
tt3606756	2018	Incredibles 2	7.5	352935
tt0095327	1988	Grave of the Fireflies	8.5	352924
tt4925292	2017	Lady Bird	7.4	352627
tt1037705	2010	The Book of Eli	6.8	352478
tt1645170	2012	The Dictator	6.5	352269
tt0119528	1997	Liar Liar	6.9	351431
tt0399295	2005	Lord of War	7.6	350151
tt0457939	2006	The Holiday	7.0	349810
tt2771200	2017	Beauty and the Beast	7.1	349125
tt0413267	2007	Shrek the Third	6.1	348820
tt1306980	2011	50/50	7.6	348509
tt1638355	2015	The Man from U.N.C.L.E.	7.2	348167
tt0031381	1939	Gone with the Wind	8.2	347756
tt0332379	2003	School of Rock	7.2	346472
tt0472043	2006	Apocalypto	7.8	346191
tt0119008	1997	Donnie Brasco	7.7	345688
tt14230458	2023	Poor Things	7.8	345360
tt0094226	1987	The Untouchables	7.8	344729
tt0056592	1962	To Kill a Mockingbird	8.3	344322
tt0970179	2011	Hugo	7.5	343861
tt0381849	2007	3:10 to Yuma	7.6	343775
tt0386588	2005	Hitch	6.6	343301
tt4975722	2016	Moonlight	7.4	342765
tt0190590	2000	O Brother, Where Art Thou?	7.7	342346
tt1981677	2012	Pitch Perfect	7.1	342085
tt0103644	1992	Alien³	6.4	341702
tt7991608	2021	Red Notice	6.3	341607
tt5726616	2017	Call Me by Your Name	7.8	341550
tt0109040	1994	Ace Ventura: Pet Detective	6.9	341091
tt1302011	2011	Kung Fu Panda 2	7.3	341055
tt0103776	1992	Batman Returns	7.1	340932
tt3110958	2016	Now You See Me 2	6.4	340627
tt0129387	1998	There's Something About Mary	7.1	340215
tt0298203	2002	8 Mile	7.2	339608
tt0175880	1999	Magnolia	8.0	338956
tt2004420	2014	Neighbors	6.3	338908
tt0453467	2006	Deja Vu	7.1	338401
tt0944835	2010	Salt	6.5	338004
tt3682448	2015	Bridge of Spies	7.6	337394
tt0119177	1997	Gattaca	7.7	337170
tt4034228	2016	Manchester by the Sea	7.8	336591
tt0120201	1997	Starship Troopers	7.3	336347
tt5727208	2019	Uncut Gems	7.4	336306
tt0320661	2005	Kingdom of Heaven	7.3	335682
tt1197624	2009	Law Abiding Citizen	7.4	335115
tt0399201	2005	The Island	6.8	334910
tt0106977	1993	The Fugitive	7.8	334755
tt9114286	2022	Black Panther: Wakanda Forever	6.6	334161
tt4263482	2015	The Witch	7.0	333768
tt0120762	1998	Mulan	7.7	333588
tt0425210	2006	Lucky Number Slevin	7.7	333406
tt1245526	2010	Red	7.0	332830
tt1485796	2017	The Greatest Showman	7.5	332407
tt0489099	2008	Jumper	6.1	332178
tt0212720	2001	A.I. Artificial Intelligence	7.2	332041
tt0838283	2008	Step Brothers	6.9	332002
tt1790885	2012	Zero Dark Thirty	7.4	331701
tt1397280	2012	Taken 2	6.2	331544
tt0118880	1997	Con Air	6.9	331419
tt0293662	2002	The Transporter	6.8	331393
tt2316204	2017	Alien: Covenant	6.4	331155
tt0278504	2002	Insomnia	7.2	331008
tt0056172	1962	Lawrence of Arabia	8.3	330460
tt0319343	2003	Elf	7.1	330456
tt1028532	2009	Hachi: A Dog's Tale	8.1	330013
tt0119822	1997	As Good as It Gets	7.7	329565
tt4550098	2016	Nocturnal Animals	7.4	329557
tt1764651	2012	The Expendables 2	6.6	329479
tt1152836	2009	Public Enemies	6.9	329352
tt0120623	1998	A Bug's Life	7.2	328224
tt0112384	1995	Apollo 13	7.7	327311
tt1125849	2008	The Wrestler	7.9	326266
tt7349950	2019	It: Chapter Two	6.5	326198
tt1028528	2007	Death Proof	7.0	325396
tt1598778	2011	Contagion	6.8	325126
tt0077651	1978	Halloween	7.7	324651
tt1013752	2009	Fast & Furious	6.5	324605
tt0449467	2006	Babel	7.5	324312
tt1253863	2014	300: Rise of an Empire	6.2	324110
tt0265666	2001	The Royal Tenenbaums	7.6	324080
tt2397535	2014	Predestination	7.4	323530
tt3076658	2015	Creed	7.6	323069
tt1194173	2012	The Bourne Legacy	6.6	322686
tt4123430	2018	Fantastic Beasts: The Crimes of Grindelwald	6.5	322412
tt0814314	2008	Seven Pounds	7.6	321397
tt2277860	2016	Finding Dory	7.2	321176
tt0463854	2007	28 Weeks Later	6.9	321101
tt3065204	2016	The Conjuring 2	7.3	320607
tt3464902	2015	The Lobster	7.1	320312
tt4160708	2016	Don't Breathe	7.1	319150
tt0808151	2009	Angels & Demons	6.7	319028
tt9243946	2019	El Camino	7.3	318906
tt0120611	1998	Blade	7.1	318738
tt17526714	2024	The Substance	7.2	318108
tt1478338	2011	Bridesmaids	6.8	317729
tt3450958	2017	War for the Planet of the Apes	7.4	317303
tt0463985	2006	The Fast and the Furious: Tokyo Drift	6.1	317116
tt1091191	2013	Lone Survivor	7.5	316585
tt0077631	1978	Grease	7.2	316000
tt0783233	2007	Atonement	7.8	315920
tt0121164	2005	Corpse Bride	7.4	314860
tt0089218	1985	The Goonies	7.7	314656
tt0195714	2000	Final Destination	6.7	314016
tt0437086	2019	Alita: Battle Angel	7.3	313587
tt0120812	1998	Rush Hour	7.0	313365
tt0170016	2000	How the Grinch Stole Christmas	6.4	313257
tt2674426	2016	Me Before You	7.4	313076
tt3263904	2016	Sully	7.4	312903
tt0473075	2010	Prince of Persia: The Sands of Time	6.5	312209
tt3402236	2017	Murder on the Orient Express	6.5	311906
tt0800039	2008	Forgetting Sarah Marshall	7.1	311855
tt1001526	2010	Megamind	7.3	311363
tt0120669	1998	Fear and Loathing in Las Vegas	7.5	311256
tt0379786	2005	Serenity	7.8	311233
tt1735898	2012	Snow White and the Huntsman	6.1	310586
tt8228288	2019	The Platform	7.0	308856
tt0438097	2006	Ice Age: The Meltdown	6.8	308824
tt0203009	2001	Moulin Rouge!	7.6	308022
tt0258000	2002	Panic Room	6.8	307725
tt1213663	2013	The World's End	6.9	306957
tt0196229	2001	Zoolander	6.5	306799
tt1192628	2011	Rango	7.3	306719
tt0112442	1995	Bad Boys	6.8	306553
tt8332922	2020	A Quiet Place Part II	7.2	306214
tt1343727	2012	Dredd	7.1	305723
tt0212985	2001	Hannibal	6.8	305674
tt0450385	2007	1408	6.8	305564
tt7975244	2019	Jumanji: The Next Level	6.6	305481
tt0107614	1993	Mrs. Doubtfire	7.1	305449
tt0181875	2000	Almost Famous	7.9	305339
tt6139732	2019	Aladdin	6.9	304871
tt0175142	2000	Scary Movie	6.3	304781
tt0187393	2000	The Patriot	7.2	304749
tt0118884	1997	Contact	7.5	304353
tt0104257	1992	A Few Good Men	7.7	304008
tt0289765	2002	Red Dragon	7.2	303789
tt0187078	2000	Gone in 60 Seconds	6.5	303771
tt0381681	2004	Before Sunset	8.1	303573
tt0185937	1999	The Blair Witch Project	6.5	303454
tt7349662	2018	BlacKkKlansman	7.5	303378
tt0097757	1989	The Little Mermaid	7.6	303213
tt0095765	1988	Cinema Paradiso	8.5	302958
tt0452623	2007	Gone Baby Gone	7.6	302676
tt0099348	1990	Dances with Wolves	8.0	301781
tt9603212	2023	Mission: Impossible - Dead Reckoning Part One	7.6	301556
tt1340138	2015	Terminator Genisys	6.3	301086
tt10954984	2022	Nope	6.8	301061
tt1817273	2012	The Place Beyond the Pines	7.3	300918
tt1922777	2012	Sinister	6.8	300872
tt2302755	2013	Olympus Has Fallen	6.5	300863
tt0120804	2002	Resident Evil	6.6	300491
tt0251127	2003	How to Lose a Guy in 10 Days	6.5	300349
tt1386588	2010	The Other Guys	6.7	300152
tt0116695	1996	Jerry Maguire	7.3	300115
tt0151804	1999	Office Space	7.6	300098
tt3040964	2016	The Jungle Book	7.3	299982
tt1979376	2019	Toy Story 4	7.6	299080
tt0837562	2012	Hotel Transylvania	7.0	298828
tt0338526	2004	Van Helsing	6.1	298455
tt5362988	2017	Wind River	7.7	298159
tt0093870	1987	RoboCop	7.6	297982
tt0061722	1967	The Graduate	8.0	297336
tt1375670	2010	Grown Ups	6.0	297114
tt0259711	2001	Vanilla Sky	6.9	296742
tt0348150	2006	Superman Returns	6.1	296565
tt0053291	1959	Some Like It Hot	8.2	296289
tt0290002	2004	Meet the Fockers	6.4	296088
tt1650554	2013	Kick-Ass 2	6.5	295667
tt0183649	2002	Phone Booth	7.1	295377
tt2361509	2015	The Intern	7.1	295095
tt0320691	2003	Underworld	7.0	294664
tt0257044	2002	Road to Perdition	7.7	294188
tt6823368	2019	Glass	6.6	294129
tt0411477	2008	Hellboy II: The Golden Army	7.0	294034
tt6443346	2022	Black Adam	6.2	293958
tt4046784	2015	Maze Runner: The Scorch Trials	6.3	293732
tt0401729	2012	John Carter	6.6	293667
tt0486655	2007	Stardust	7.6	292952
tt0111503	1994	True Lies	7.3	292765
tt0795421	2008	Mamma Mia!	6.5	292609
tt0118749	1997	Boogie Nights	7.9	292096
tt0070735	1973	The Sting	8.2	291520
tt12037194	2024	Furiosa: A Mad Max Saga	7.5	291433
tt0955308	2010	Robin Hood	6.6	291238
tt0083944	1982	First Blood	7.7	290647
tt0059578	1965	For a Few Dollars More	8.2	290010
tt0803096	2016	Warcraft	6.7	289687
tt0368447	2004	The Village	6.6	289303
tt0190332	2000	Crouching Tiger, Hidden Dragon	7.9	288767
tt0432348	2005	Saw II	6.6	288760
tt1077368	2012	Dark Shadows	6.2	288757
tt0432283	2009	Fantastic Mr. Fox	7.9	288327
tt3235888	2014	It Follows	6.8	288122
tt0093409	1987	Lethal Weapon	7.6	287670
tt2381941	2015	Focus	6.6	287503
tt5700672	2016	Train to Busan	7.6	286988
tt0215750	2001	Enemy at the Gates	7.5	286809
tt0327597	2009	Coraline	7.8	285370
tt0119643	1998	Meet Joe Black	7.2	285054
tt0075686	1977	Annie Hall	7.9	285000
tt7984734	2019	The Lighthouse	7.4	284846
tt5537002	2023	Killers of the Flower Moon	7.6	284331
tt1464335	2022	Uncharted	6.3	284311
tt6105098	2019	The Lion King	6.8	284218
tt2953050	2021	Encanto	7.2	283397
tt0102057	1991	Hook	6.8	283255
tt3228774	2021	Cruella	7.3	283070
tt0118583	1997	Alien: Resurrection	6.2	283006
tt0072890	1975	Dog Day Afternoon	8.0	282952
tt2024469	2014	Non-Stop	6.9	282658
tt0221027	2001	Blow	7.5	282515
tt1855199	2012	End of Watch	7.6	282418
tt1931533	2012	Seven Psychopaths	7.1	282155
tt0363547	2004	Dawn of the Dead	7.2	282080
tt0172156	2003	Bad Boys II	6.6	281816
tt0309698	2003	Identity	7.3	281230
tt11138512	2022	The Northman	7.0	281178
tt11813216	2022	The Banshees of Inisherin	7.7	280663
tt0082096	1981	Das Boot	8.4	280183
tt2005151	2016	War Dogs	7.1	280077
tt0252866	2001	American Pie 2	6.5	279880
tt8936646	2020	Extraction	6.8	279728
tt0443272	2012	Lincoln	7.3	279488
tt1564367	2011	Just Go with It	6.4	279077
tt0243155	2001	Bridget Jones's Diary	6.8	278954
tt0087800	1984	A Nightmare on Elm Street	7.4	278937
tt1823672	2015	Chappie	6.8	278487
tt0113189	1995	GoldenEye	7.2	278170
tt0059742	1965	The Sound of Music	8.1	277995
tt1385826	2011	The Adjustment Bureau	7.0	277729
tt0448134	2007	Sunshine	7.2	277457
tt0364725	2004	Dodgeball: A True Underdog Story	6.7	276875
tt1080016	2009	Ice Age: Dawn of the Dinosaurs	6.9	276791
tt1016150	2022	All Quiet on the Western Front	7.8	276342
tt4846340	2016	Hidden Figures	7.8	275967
tt0497465	2008	Vicky Cristina Barcelona	7.1	275581
tt1092026	2011	Paul	6.9	275566
tt0080339	1980	Airplane!	7.7	275155
tt7713068	2020	Birds of Prey and the Fantabulous Emancipation of One Harley Quinn	6.1	275042
tt0358273	2005	Walk the Line	7.8	275002
tt0478087	2008	21	6.8	274951
tt0027977	1936	Modern Times	8.5	274416
tt2293640	2015	Minions	6.4	274376
tt0080678	1980	The Elephant Man	8.2	274033
tt0045152	1952	Singin' in the Rain	8.3	273751
tt0844471	2009	Cloudy with a Chance of Meatballs	6.9	273641
tt0396171	2006	Perfume: The Story of a Murderer	7.5	273620
tt1401152	2011	Unknown	6.8	273593
tt0429493	2010	The A-Team	6.7	273459
tt1386703	2012	Total Recall	6.2	272609
tt1051906	2020	The Invisible Man	7.1	272362
tt0479884	2006	Crank	6.9	272077
tt1706593	2012	Chronicle	7.0	271620
tt6718170	2023	The Super Mario Bros. Movie	7.0	271438
tt0765443	2007	Eastern Promises	7.6	271307
tt1032755	2008	RocknRolla	7.2	271240
tt0824747	2008	Changeling	7.7	271235
tt2935510	2019	Ad Astra	6.5	271172
tt0092890	1987	Dirty Dancing	7.1	270495
tt1832382	2011	A Separation	8.3	270388
tt0057115	1963	The Great Escape	8.2	269972
tt1798684	2015	Southpaw	7.3	269654
tt1601913	2011	The Grey	6.7	269567
tt0250494	2001	Legally Blonde	6.5	269400
tt0119282	1997	Hercules	7.3	269285
tt0976051	2008	The Reader	7.6	269266
tt3281548	2019	Little Women	7.8	269053
tt3079380	2015	Spy	7.0	269040
tt5442430	2017	Life	6.6	268793
tt0120660	1998	Enemy of the State	7.3	268681
tt0245712	2000	Amores Perros	8.0	268454
tt1148204	2009	Orphan	7.0	268264
tt2126355	2015	San Andreas	6.1	268081
tt0985699	2008	Valkyrie	7.1	267687
tt0107818	1993	Philadelphia	7.7	267519
tt0118655	1997	Austin Powers: International Man of Mystery	7.0	266697
tt0825232	2007	The Bucket List	7.3	266685
tt2582782	2016	Hell or High Water	7.6	266648
tt2704998	2018	Game Night	6.9	266408
tt0486822	2007	Disturbia	6.8	266121
tt0116483	1996	Happy Gilmore	7.0	265759
tt1179904	2007	Paranormal Activity	6.3	265645
tt1211956	2013	Escape Plan	6.7	265598
tt0399146	2005	A History of Violence	7.4	265390
tt4630562	2017	The Fate of the Furious	6.6	265315
tt2660888	2016	Star Trek Beyond	7.0	265287
tt2908446	2015	Insurgent	6.2	265002
tt0112697	1995	Clueless	6.9	264756
tt0052618	1959	Ben-Hur	8.1	264409
tt1243957	2010	The Tourist	6.0	264075
tt0898367	2009	The Road	7.2	264071
tt0335345	2004	The Passion of the Christ	7.3	264027
tt0117381	1996	Primal Fear	7.7	263647
tt0914798	2008	The Boy in the Striped Pajamas	7.7	263217
tt1189340	2011	The Lincoln Lawyer	7.3	262977
tt0087363	1984	Gremlins	7.3	262846
tt0108550	1993	What's Eating Gilbert Grape	7.7	262677
tt1436562	2011	Rio	6.9	262536
tt0134119	1999	The Talented Mr. Ripley	7.4	262263
tt0465234	2007	National Treasure: Book of Secrets	6.5	262022
tt0163978	2000	The Beach	6.6	262009
tt2906216	2023	Dungeons & Dragons: Honor Among Thieves	7.2	261992
tt2321549	2014	The Babadook	6.8	261885
tt0435625	2005	The Descent	7.2	261413
tt0087538	1984	The Karate Kid	7.3	261128
tt0110632	1994	Natural Born Killers	7.2	261036
tt1731141	2013	Ender's Game	6.6	260966
tt0479952	2008	Madagascar: Escape 2 Africa	6.6	260873
tt0120855	1999	Tarzan	7.3	260376
tt3741834	2016	Lion	8.0	260297
tt5109784	2017	Mother!	6.6	260252
tt1649418	2022	The Gray Man	6.5	259841
tt0134847	2000	Pitch Black	7.0	259663
tt0183505	2000	Me, Myself & Irene	6.6	259546
tt1212450	2012	Lawless	7.2	259200
tt5034838	2021	Godzilla vs. Kong	6.3	258076
tt0338348	2004	The Polar Express	6.6	258065
tt0144117	1999	The Boondock Saints	7.6	257823
tt0978764	2011	Sucker Punch	6.1	257412
tt0103874	1992	Dracula	7.4	256954
tt0145660	1999	Austin Powers: The Spy Who Shagged Me	6.7	256933
tt0448011	2009	Knowing	6.2	256752
tt1649419	2012	The Impossible	7.5	256662
tt1033575	2011	The Descendants	7.3	256659
tt0098635	1989	When Harry Met Sally...	7.7	256617
tt1959563	2017	The Hitman's Bodyguard	6.9	256429
tt0123755	1997	Cube	7.1	255973
tt5580036	2017	I, Tonya	7.5	254198
tt1424381	2010	Predators	6.4	253877
tt0414993	2006	The Fountain	7.1	253872
tt1289401	2016	Ghostbusters	6.8	253659
tt18412256	2024	Alien: Romulus	7.1	253606
tt0265208	2004	The Girl Next Door	6.7	253504
tt0384537	2006	Silent Hill	6.5	253450
tt0108399	1993	True Romance	7.9	253298
tt5164214	2018	Ocean's Eight	6.3	253256
tt10954600	2023	Ant-Man and the Wasp: Quantumania	6.0	253129
tt0116996	1996	Mars Attacks!	6.4	252902
tt0117509	1996	Romeo + Juliet	6.7	252826
tt0485947	2009	Mr. Nobody	7.7	252750
tt1655442	2011	The Artist	7.8	252654
tt9218128	2024	Gladiator II	6.5	252213
tt11866324	2022	Prey	7.1	252166
tt3704428	2022	Elvis	7.3	251799
tt2229499	2013	Don Jon	6.5	251725
tt0462499	2008	Rambo	7.0	251705
tt0302886	2003	Old School	7.0	251273
tt0094737	1988	Big	7.3	251071
tt0100157	1990	Misery	7.8	251027
tt0266915	2001	Rush Hour 2	6.7	250942
tt4196776	2016	Jason Bourne	6.6	250924
tt0299658	2002	Chicago	7.2	250873
tt1411238	2011	No Strings Attached	6.2	250726
tt1588173	2013	Warm Bodies	6.8	250558
tt0315733	2003	21 Grams	7.6	250316
tt1464540	2011	I Am Number Four	6.1	250202
tt0043014	1950	Sunset Boulevard	8.4	249981
tt0032553	1940	The Great Dictator	8.4	249841
tt0983193	2011	The Adventures of Tintin	7.3	249780
tt0063522	1968	Rosemary's Baby	8.0	249270
tt1210819	2013	The Lone Ranger	6.4	249249
tt6806448	2019	Fast & Furious Presents: Hobbs & Shaw	6.5	249224
tt2637276	2015	Ted 2	6.3	249149
tt0099653	1990	Ghost	7.1	248588
tt5083738	2018	The Favourite	7.5	248533
tt13833688	2022	The Whale	7.6	248412
tt0374900	2004	Napoleon Dynamite	7.0	248196
tt0296572	2004	The Chronicles of Riddick	6.6	248103
tt0408306	2005	Munich	7.5	247793
tt2463208	2022	The Adam Project	6.7	247762
tt0311113	2003	Master and Commander: The Far Side of the World	7.5	247527
tt1636826	2012	Project X	6.7	246997
tt0129167	1999	The Iron Giant	8.1	246471
tt17351924	2023	Saltburn	7.0	246397
tt0430922	2008	Role Models	6.8	246127
tt0758774	2008	Body of Lies	7.0	245895
tt0117665	1996	Sleepers	7.5	245810
tt0187738	2002	Blade II	6.7	245769
tt0058461	1964	A Fistful of Dollars	7.9	245335
tt1234721	2014	RoboCop	6.1	245268
tt0376541	2004	Closer	7.1	245189
tt0117998	1996	Twister	6.6	245122
tt0373469	2005	Kiss Kiss Bang Bang	7.5	244620
tt1599348	2012	Safe House	6.7	244605
tt3553976	2016	Captain Fantastic	7.8	244583
tt0083987	1982	Gandhi	8.0	244357
tt2334879	2013	White House Down	6.3	244206
tt0353969	2003	Memories of Murder	8.1	244005
tt0142342	1999	Big Daddy	6.4	243915
tt0481499	2013	The Croods	7.1	243753
tt17279496	2024	Civil War	7.0	243562
tt2209764	2014	Transcendence	6.2	243504
tt0083907	1981	The Evil Dead	7.4	243471
tt2883512	2014	Chef	7.3	243169
tt0050212	1957	The Bridge on the River Kwai	8.1	243000
tt0112281	1995	Ace Ventura: When Nature Calls	6.4	242617
tt9777666	2021	The Tomorrow War	6.6	242445
tt0420223	2006	Stranger Than Fiction	7.5	241364
tt1972591	2017	King Arthur: Legend of the Sword	6.7	241349
tt0210945	2000	Remember the Titans	7.8	241242
tt0079817	1979	Rocky II	7.3	241145
tt0106519	1993	Carlito's Way	7.9	241144
tt2719848	2015	Everest	7.1	241055
tt0212346	2000	Miss Congeniality	6.3	240922
tt0397892	2008	Bolt	6.8	239754
tt0079501	1979	Mad Max	6.8	239278
tt0138097	1998	Shakespeare in Love	7.1	239205
tt1220719	2008	Ip Man	8.0	239071
tt0120917	2000	The Emperor's New Groove	7.4	238937
tt1216475	2011	Cars 2	6.2	238523
tt0128853	1998	You've Got Mail	6.7	238425
tt2404435	2016	The Magnificent Seven	6.9	238205
tt0409847	2011	Cowboys & Aliens	6.0	237909
tt0479143	2006	Rocky Balboa	7.1	237862
tt0067992	1971	Willy Wonka & the Chocolate Factory	7.8	237837
tt0758752	2010	Love & Other Drugs	6.7	237830
tt0109445	1994	Clerks	7.7	237274
tt1142988	2009	The Ugly Truth	6.4	237067
tt0089927	1985	Rocky IV	6.9	236647
tt1980209	2013	Pain & Gain	6.4	236564
tt0892791	2010	Shrek Forever After	6.3	236318
tt1124035	2011	The Ides of March	7.1	235769
tt1667889	2012	Ice Age: Continental Drift	6.5	235745
tt0305224	2003	Anger Management	6.3	235601
tt0356150	2004	EuroTrip	6.6	235471
tt0120655	1999	Dogma	7.3	235454
tt0195685	2000	Erin Brockovich	7.5	235379
tt0337563	2004	13 Going on 30	6.3	235280
tt1365519	2018	Tomb Raider	6.3	235260
tt0097958	1989	National Lampoon's Christmas Vacation	7.5	235240
tt0246460	2002	Die Another Day	6.1	235157
tt1219827	2017	Ghost in the Shell	6.3	235009
tt7846844	2020	Enola Holmes	6.6	234616
tt0439572	2023	The Flash	6.6	234498
tt0416320	2005	Match Point	7.6	234243
tt0097428	1989	Ghostbusters II	6.6	234092
tt1139797	2008	Let the Right One In	7.8	233986
tt4513678	2021	Ghostbusters: Afterlife	7.0	233818
tt1305806	2009	The Secret in Their Eyes	8.2	233773
tt0425061	2008	Get Smart	6.5	233742
tt0499448	2008	The Chronicles of Narnia: Prince Caspian	6.5	233474
tt0103772	1992	Basic Instinct	7.1	233307
tt0094898	1988	Coming to America	7.1	233197
tt0090756	1986	Blue Velvet	7.7	233121
tt0427944	2005	Thank You for Smoking	7.5	232921
tt0275847	2002	Lilo & Stitch	7.4	232798
tt0064115	1969	Butch Cassidy and the Sundance Kid	8.0	232756
tt1272878	2013	2 Guns	6.7	232693
tt5606664	2019	Doctor Sleep	7.3	232486
tt4555426	2017	Darkest Hour	7.4	232178
tt0207201	2000	What Women Want	6.5	231790
tt0029583	1937	Snow White and the Seven Dwarfs	7.6	231681
tt12747748	2023	Leave the World Behind	6.4	231180
tt0959337	2008	Revolutionary Road	7.3	230802
tt1255953	2010	Incendies	8.3	230217
tt3011894	2014	Wild Tales	8.1	229841
tt1605630	2012	American Reunion	6.7	229770
tt0295178	2002	Austin Powers in Goldmember	6.2	229629
tt1077258	2007	Planet Terror	7.0	229142
tt7144666	2021	The Black Phone	6.9	228931
tt2709768	2016	The Secret Life of Pets	6.5	228277
tt2316411	2013	Enemy	6.9	227994
tt1398426	2015	Straight Outta Compton	7.8	227981
tt5074352	2016	Dangal	8.3	227966
tt0488120	2007	Fracture	7.2	227911
tt0101540	1991	Cape Fear	7.3	227769
tt1489889	2016	Central Intelligence	6.3	227621
tt0281358	2002	A Walk to Remember	7.3	227368
tt1132620	2009	The Girl with the Dragon Tattoo	7.8	227204
